[DEBUG] 2025-05-04 22:55:41.990 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2025-05-04 22:55:41.993 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2025-05-04 22:55:41.995 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2025-05-04 22:55:42.006 [main] Version - HHH000412: Hibernate ORM core version 5.6.15.Final
[DEBUG] 2025-05-04 22:55:42.007 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2025-05-04 22:55:42.119 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2025-05-04 22:55:42.120 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2025-05-04 22:55:42.123 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2025-05-04 22:55:42.234 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2025-05-04 22:55:42.242 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2025-05-04 22:55:42.243 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2025-05-04 22:55:42.293 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@783115d9
[DEBUG] 2025-05-04 22:55:42.293 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@783115d9
[DEBUG] 2025-05-04 22:55:42.293 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@783115d9
[DEBUG] 2025-05-04 22:55:42.293 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@173f73e7
[DEBUG] 2025-05-04 22:55:42.294 [main] BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@396e6d9
[DEBUG] 2025-05-04 22:55:42.294 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@1a891add
[DEBUG] 2025-05-04 22:55:42.294 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@1a891add
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@5c20aab9
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@5c20aab9
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@1640c151
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@1640c151
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@f3021cb
[DEBUG] 2025-05-04 22:55:42.295 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@f3021cb
[DEBUG] 2025-05-04 22:55:42.296 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@27ace0b1
[DEBUG] 2025-05-04 22:55:42.296 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@27ace0b1
[DEBUG] 2025-05-04 22:55:42.296 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@4c59e45e
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@1aac188d
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@1aac188d
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@1aac188d
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@4fad6218
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@4fad6218
[DEBUG] 2025-05-04 22:55:42.297 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@4fad6218
[DEBUG] 2025-05-04 22:55:42.298 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@62891fc8
[DEBUG] 2025-05-04 22:55:42.298 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@3ae0b770
[DEBUG] 2025-05-04 22:55:42.298 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@36ddaebf
[DEBUG] 2025-05-04 22:55:42.298 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@36ddaebf
[DEBUG] 2025-05-04 22:55:42.298 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@36ddaebf
[DEBUG] 2025-05-04 22:55:42.299 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@4bbb49b0
[DEBUG] 2025-05-04 22:55:42.299 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@4bbb49b0
[DEBUG] 2025-05-04 22:55:42.299 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@4bbb49b0
[DEBUG] 2025-05-04 22:55:42.299 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@15f8701f
[DEBUG] 2025-05-04 22:55:42.299 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@39e43310
[DEBUG] 2025-05-04 22:55:42.300 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@624a24f6
[DEBUG] 2025-05-04 22:55:42.300 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@624a24f6
[DEBUG] 2025-05-04 22:55:42.300 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@7c9bdee9
[DEBUG] 2025-05-04 22:55:42.301 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@6b2e0f78
[DEBUG] 2025-05-04 22:55:42.301 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@6b2e0f78
[DEBUG] 2025-05-04 22:55:42.301 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@6e1b9411
[DEBUG] 2025-05-04 22:55:42.301 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@6e1b9411
[DEBUG] 2025-05-04 22:55:42.302 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@112d1c8e
[DEBUG] 2025-05-04 22:55:42.302 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3ffb3598
[DEBUG] 2025-05-04 22:55:42.303 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@7bebcd65
[DEBUG] 2025-05-04 22:55:42.304 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@327ed9f5
[DEBUG] 2025-05-04 22:55:42.304 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@327ed9f5
[DEBUG] 2025-05-04 22:55:42.304 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@68b58644
[DEBUG] 2025-05-04 22:55:42.304 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@45e22def
[DEBUG] 2025-05-04 22:55:42.304 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@6ae3fb94
[DEBUG] 2025-05-04 22:55:42.305 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4417af13
[DEBUG] 2025-05-04 22:55:42.305 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@d48673
[DEBUG] 2025-05-04 22:55:42.305 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@548d5ed3
[DEBUG] 2025-05-04 22:55:42.305 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@21c7208d
[DEBUG] 2025-05-04 22:55:42.305 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@58516c91
[DEBUG] 2025-05-04 22:55:42.318 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2025-05-04 22:55:42.318 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2025-05-04 22:55:42.319 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2025-05-04 22:55:42.319 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2025-05-04 22:55:42.319 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2025-05-04 22:55:42.320 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2025-05-04 22:55:42.320 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2025-05-04 22:55:42.320 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2025-05-04 22:55:42.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2025-05-04 22:55:42.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2025-05-04 22:55:42.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2025-05-04 22:55:42.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2025-05-04 22:55:42.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2025-05-04 22:55:42.322 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2025-05-04 22:55:42.324 [main] ConnectionProviderInitiator - HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
[WARN ] 2025-05-04 22:55:42.325 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2025-05-04 22:55:42.325 [main] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://awseb-e-im5c23ijpi-stack-awsebrdsdatabase-hae1rqqdaejj.c9iku2weendw.us-east-2.rds.amazonaws.com:3306/ebdb]
[INFO ] 2025-05-04 22:55:42.325 [main] pooling - HHH10001001: Connection properties: {password=aromatic13, user=ajohnson}
[INFO ] 2025-05-04 22:55:42.325 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 2025-05-04 22:55:42.327 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 2025-05-04 22:55:42.327 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 2025-05-04 22:55:43.040 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.41
      major : 8
      minor : 0
[DEBUG] 2025-05-04 22:55:43.041 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.23 (Revision: 18bbd5e68195d0da083cbd5bd0d05d76320df7cd)
      major : 8
      minor : 0
[DEBUG] 2025-05-04 22:55:43.041 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2025-05-04 22:55:43.054 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[DEBUG] 2025-05-04 22:55:43.066 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2025-05-04 22:55:43.067 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[INFO ] 2025-05-04 22:55:43.144 [main] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2025-05-04 22:55:43.152 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@126f1ba8] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@3a08078c]
[DEBUG] 2025-05-04 22:55:43.193 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2025-05-04 22:55:43.203 [main] AnnotationBinder - Binding entity from annotated class: roomley.entities.Task
[DEBUG] 2025-05-04 22:55:43.214 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2025-05-04 22:55:43.217 [main] EntityBinder - Import with entity name Task
[DEBUG] 2025-05-04 22:55:43.219 [main] EntityBinder - Bind entity roomley.entities.Task on table tasks
[DEBUG] 2025-05-04 22:55:43.230 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=task_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.240 [main] ClassLoaderAccessImpl - Not known whether passed class name [roomley.entities.Task] is safe
[DEBUG] 2025-05-04 22:55:43.240 [main] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : roomley.entities.Task
[DEBUG] 2025-05-04 22:55:43.240 [main] PropertyBinder - MetadataSourceProcessor property taskId with lazy=false
[DEBUG] 2025-05-04 22:55:43.241 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.Task:taskId]
[DEBUG] 2025-05-04 22:55:43.242 [main] SimpleValueBinder - building SimpleValue for taskId
[DEBUG] 2025-05-04 22:55:43.243 [main] PropertyBinder - Building property taskId
[DEBUG] 2025-05-04 22:55:43.245 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(task_id)]), taskId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2025-05-04 22:55:43.245 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=task_description, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.245 [main] PropertyBinder - MetadataSourceProcessor property taskDescription with lazy=false
[DEBUG] 2025-05-04 22:55:43.245 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.Task:taskDescription]
[DEBUG] 2025-05-04 22:55:43.246 [main] SimpleValueBinder - building SimpleValue for taskDescription
[DEBUG] 2025-05-04 22:55:43.246 [main] PropertyBinder - Building property taskDescription
[DEBUG] 2025-05-04 22:55:43.246 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=task_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.246 [main] PropertyBinder - MetadataSourceProcessor property taskName with lazy=false
[DEBUG] 2025-05-04 22:55:43.246 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [roomley.entities.Task:taskName]
[DEBUG] 2025-05-04 22:55:43.246 [main] SimpleValueBinder - building SimpleValue for taskName
[DEBUG] 2025-05-04 22:55:43.246 [main] PropertyBinder - Building property taskName
[DEBUG] 2025-05-04 22:55:43.246 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(tasks), mappingColumn=status, insertable=true, updatable=true, unique=false}
[DEBUG] 2025-05-04 22:55:43.246 [main] PropertyBinder - MetadataSourceProcessor property taskStatus with lazy=false
